Macrotrends Data Download



DISCLAIMER AND TERMS OF USE: HISTORICAL DATA IS PROVIDED "AS IS" AND SOLELY
FOR INFORMATIONAL PURPOSES - NOT FOR TRADING PURPOSES OR ADVICE.
NEITHER MACROTRENDS LLC NOR ANY OF OUR INFORMATION PROVIDERS WILL BE LIABLE
FOR ANY DAMAGES RELATING TO YOUR USE OF THE DATA PROVIDED.



ATTRIBUTION: Proper attribution requires clear indication of the data source as "www.macrotrends.net".
A "dofollow" backlink to the originating page is also required if the data is displayed on a web page.


date, value
2017-05-05,1.3870
2017-05-08,1.3990
2017-05-09,1.3900
2017-05-10,1.4180
2017-05-11,1.4350
2017-05-12,1.4390
2017-05-15,1.4540
2017-05-16,1.4590
2017-05-17,1.4800
2017-05-18,1.4820
2017-05-19,1.5200
2017-05-22,1.5370
2017-05-23,1.5530
2017-05-24,1.5360
2017-05-25,1.4800
2017-05-26,1.4940
2017-05-30,1.4790
2017-05-31,1.4350
2017-06-01,1.4170
2017-06-02,1.4060
2017-06-05,1.3310
2017-06-06,1.3800
2017-06-07,1.3340
2017-06-08,1.3320
2017-06-09,1.3410
2017-06-12,1.3330
2017-06-13,1.3580
2017-06-14,1.3200
2017-06-15,1.3200
2017-06-16,1.3350
2017-06-19,1.3170
2017-06-20,1.3040
2017-06-21,1.2700
2017-06-22,1.2780
2017-06-23,1.2860
2017-06-26,1.2820
2017-06-27,1.3040
2017-06-28,1.3320
2017-06-29,1.3400
2017-06-30,1.3840
2017-07-05,1.3790
2017-07-06,1.3920
2017-07-07,1.3610
2017-07-10,1.3530
2017-07-11,1.3780
2017-07-12,1.3740
2017-07-13,1.3840
2017-07-14,1.4170
2017-07-17,1.3970
2017-07-18,1.4070
2017-07-19,1.4500
2017-07-20,1.4430
2017-07-21,1.4110
2017-07-24,1.4160
2017-07-25,1.4650
2017-07-26,1.4930
2017-07-27,1.5000
2017-07-28,1.5350
2017-07-31,1.5560
2017-08-01,1.5370
2017-08-02,1.5460
2017-08-03,1.5310
2017-08-04,1.5380
2017-08-07,1.5320
2017-08-08,1.5220
2017-08-09,1.5490
2017-08-10,1.5200
2017-08-11,1.5280
2017-08-14,1.4990
2017-08-15,1.4930
2017-08-16,1.4660
2017-08-17,1.4720
2017-08-18,1.5160
2017-08-21,1.4640
2017-08-22,1.4830
2017-08-23,1.5150
2017-08-24,1.5150
2017-08-25,1.5090
2017-08-28,1.5370
2017-08-29,1.5150
2017-08-30,1.5120
2017-08-31,1.6490
2017-09-01,1.6970
2017-09-05,1.6880
2017-09-06,1.6750
2017-09-07,1.6990
2017-09-08,1.6800
2017-09-11,1.6550
2017-09-12,1.6560
2017-09-13,1.6120
2017-09-14,1.7000
2017-09-15,1.7030
2017-09-18,1.7050
2017-09-19,1.6800
2017-09-20,1.7100
2017-09-21,1.7200
2017-09-22,1.7100
2017-09-25,1.7600
2017-09-26,1.7630
2017-09-27,1.7460
2017-09-28,1.8160
2017-09-29,1.7980
2017-10-02,1.6690
2017-10-03,1.6840
2017-10-04,1.7040
2017-10-05,1.7190
2017-10-06,1.6700
2017-10-09,1.6230
2017-10-10,1.6540
2017-10-11,1.6600
2017-10-12,1.6500
2017-10-13,1.6750
2017-10-16,1.7030
2017-10-17,1.7080
2017-10-18,1.7030
2017-10-19,1.7080
2017-10-20,1.7270
2017-10-23,1.7020
2017-10-24,1.7450
2017-10-25,1.7390
2017-10-26,1.7510
2017-10-27,1.7830
2017-10-30,1.7880
2017-10-31,1.7890
2017-11-01,1.7670
2017-11-02,1.7690
2017-11-03,1.7910
2017-11-06,1.8310
2017-11-07,1.8270
2017-11-08,1.8080
2017-11-09,1.8330
2017-11-10,1.8350
2017-11-13,1.8300
2017-11-14,1.7930
2017-11-15,1.8040
2017-11-16,1.8100
2017-11-17,1.8380
2017-11-20,1.8380
2017-11-21,1.8400
2017-11-22,1.8420
2017-11-24,1.8570
2017-11-27,1.8530
2017-11-28,1.8560
2017-11-29,1.8330
2017-11-30,1.8020
2017-12-01,1.8500
2017-12-04,1.8020
2017-12-05,1.8280
2017-12-06,1.7690
2017-12-07,1.8000
2017-12-08,1.8340
2017-12-11,1.8550
2017-12-12,1.8520
2017-12-13,1.8240
2017-12-14,1.8290
2017-12-15,1.8200
2017-12-18,1.8400
2017-12-19,1.8530
2017-12-20,1.8600
2017-12-21,1.8630
2017-12-22,1.8840
2017-12-26,1.9580
2017-12-27,1.9510
2017-12-28,1.9730
2017-12-29,1.9930
2018-01-02,1.9830
2018-01-03,2.0300
2018-01-04,2.0150
2018-01-05,2.0110
2018-01-08,2.0000
2018-01-09,2.0140
2018-01-10,2.0240
2018-01-11,2.0230
2018-01-12,2.0340
2018-01-16,2.0120
2018-01-17,2.0060
2018-01-18,2.0020
2018-01-19,1.9990
2018-01-22,2.0000
2018-01-23,2.0330
2018-01-24,2.0430
2018-01-25,2.0360
2018-01-26,2.0640
2018-01-29,2.0290
2018-01-30,2.0070
2018-01-31,2.0040
2018-02-01,2.0160
2018-02-02,1.9620
2018-02-05,1.9290
2018-02-06,1.9080
2018-02-07,1.8490
2018-02-08,1.8110
2018-02-09,1.7830
2018-02-12,1.7700
2018-02-13,1.7700
2018-02-14,1.8070
2018-02-15,1.8160
2018-02-16,1.8350
2018-02-20,1.8230
2018-02-21,1.8200
2018-02-22,1.8470
2018-02-23,1.8810
2018-02-26,1.8990
2018-02-27,1.8860
2018-02-28,1.8150
2018-03-01,1.8080
2018-03-02,1.8070
2018-03-05,1.7940
2018-03-06,1.7990
2018-03-07,1.7990
2018-03-08,1.7840
2018-03-09,1.7950
2018-03-12,1.7780
2018-03-13,1.8230
2018-03-14,1.8340
2018-03-15,1.8430
2018-03-16,1.8590
2018-03-19,1.8630
2018-03-20,1.8900
2018-03-21,1.9810
2018-03-22,1.9580
2018-03-23,1.9820
2018-03-26,1.9680
2018-03-27,1.9650
2018-03-28,1.9650
2018-03-29,1.9700
2018-04-02,1.9410
2018-04-03,1.9500
2018-04-04,1.9380
2018-04-05,1.9340
2018-04-06,1.9150
2018-04-09,1.9570
2018-04-10,2.0270
2018-04-11,2.0600
2018-04-12,2.0490
2018-04-13,2.0660
2018-04-16,2.0380
2018-04-17,2.0230
2018-04-18,2.0690
2018-04-19,2.0850
2018-04-20,2.0860
2018-04-23,2.0810
2018-04-24,2.0990
2018-04-25,2.1040
2018-04-26,2.1260
2018-04-27,2.1050
2018-04-30,2.1280
2018-05-01,2.0760
2018-05-02,2.0900
2018-05-03,2.0950
2018-05-04,2.1300
2018-05-07,2.1460
2018-05-08,2.1480
2018-05-09,2.1920
2018-05-10,2.1960
2018-05-11,2.1990
2018-05-14,2.2250
2018-05-15,2.2130
2018-05-16,2.2360
2018-05-17,2.2560
2018-05-18,2.2420
2018-05-21,2.2520
2018-05-22,2.2450
2018-05-23,2.2600
2018-05-24,2.2340
2018-05-25,2.1720
2018-05-29,2.1530
2018-05-30,2.2000
2018-05-31,2.1770
2018-06-01,2.1440
2018-06-04,2.1220
2018-06-05,2.1040
2018-06-06,2.1070
2018-06-07,2.1470
2018-06-08,2.1290
2018-06-11,2.1290
2018-06-12,2.1230
2018-06-13,2.1540
2018-06-14,2.1290
2018-06-15,2.0520
2018-06-18,2.1000
2018-06-19,2.0910
2018-06-20,2.0690
2018-06-21,2.0490
2018-06-22,2.0920
2018-06-25,2.0770
2018-06-26,2.1000
2018-06-27,2.1330
2018-06-28,2.1340
2018-06-29,2.1680
2018-07-02,2.1170
2018-07-03,2.1340
2018-07-05,2.1580
2018-07-06,2.1420
2018-07-09,2.1720
2018-07-10,2.1920
2018-07-11,2.0820
2018-07-12,2.0880
2018-07-13,2.0980
2018-07-16,2.0270
2018-07-17,2.0320
2018-07-18,2.0580
2018-07-19,2.0560
2018-07-20,2.0680
2018-07-23,2.0830
2018-07-24,2.0950
2018-07-25,2.1170
2018-07-26,2.1420
2018-07-27,2.1290
2018-07-30,2.1400
2018-07-31,2.1110
2018-08-01,2.0710
2018-08-02,2.0970
2018-08-03,2.1020
2018-08-06,2.1090
2018-08-07,2.1320
2018-08-08,2.0810
2018-08-09,2.0850
2018-08-10,2.1150
2018-08-13,2.1120
2018-08-14,2.1010
2018-08-15,2.0620
2018-08-16,2.0660
2018-08-17,2.0710
2018-08-20,2.0820
2018-08-21,2.0960
2018-08-22,2.1440
2018-08-23,2.1490
2018-08-24,2.1710
2018-08-27,2.1850
2018-08-28,2.1840
2018-08-29,2.2190
2018-08-30,2.2160
2018-08-31,2.2150
2018-09-04,2.2140
2018-09-05,2.2050
2018-09-06,2.1860
2018-09-07,2.1930
2018-09-10,2.1920
2018-09-11,2.2290
2018-09-12,2.2330
2018-09-13,2.2000
2018-09-14,2.1820
2018-09-17,2.1800
2018-09-18,2.2090
2018-09-19,2.2190
2018-09-20,2.1990
2018-09-21,2.1970
2018-09-24,2.2630
2018-09-25,2.2770
2018-09-26,2.2880
2018-09-27,2.2980
2018-09-28,2.3300
2018-10-01,2.3890
2018-10-02,2.3720
2018-10-03,2.4100
2018-10-04,2.3790
2018-10-05,2.3680
2018-10-08,2.3700
2018-10-09,2.3990
2018-10-10,2.3670
2018-10-11,2.3090
2018-10-12,2.3070
2018-10-15,2.3040
2018-10-16,2.3180
2018-10-17,2.2990
2018-10-18,2.2830
2018-10-19,2.2920
2018-10-22,2.3100
2018-10-23,2.2280
2018-10-24,2.2200
2018-10-25,2.2580
2018-10-26,2.2870
2018-10-29,2.2580
2018-10-30,2.2450
2018-10-31,2.2350
2018-11-01,2.1820
2018-11-02,2.1530
2018-11-05,2.1690
2018-11-06,2.1730
2018-11-07,2.2230
2018-11-08,2.1560
2018-11-09,2.1430
2018-11-12,2.1240
2018-11-13,2.0470
2018-11-14,2.0800
2018-11-15,2.0600
2018-11-16,2.0640
2018-11-19,2.0710
2018-11-20,1.9700
2018-11-21,1.9610
2018-11-26,1.8800
2018-11-27,1.8750
2018-11-28,1.8230
2018-11-29,1.8250
2018-11-30,1.8170
2018-12-03,1.8770
2018-12-04,1.8770
2018-12-05,1.8740
2018-12-06,1.8500
2018-12-07,1.8690
2018-12-10,1.8290
2018-12-11,1.8370
2018-12-12,1.8390
2018-12-13,1.8720
2018-12-14,1.8330
2018-12-17,1.7910
2018-12-18,1.7480
2018-12-19,1.7840
2018-12-20,1.7470
2018-12-21,1.7130
2018-12-26,1.7310
2018-12-27,1.6840
2018-12-28,1.6430
2019-01-02,1.6870
2019-01-03,1.7160
2019-01-04,1.7530
2019-01-07,1.7540
2019-01-08,1.7900
2019-01-09,1.8460
2019-01-10,1.8670
2019-01-11,1.8500
2019-01-14,1.8190
2019-01-15,1.8450
2019-01-16,1.8640
2019-01-17,1.8510
2019-01-18,1.8830
2019-01-22,1.8760
2019-01-23,1.8550
2019-01-24,1.8540
2019-01-25,1.8550
2019-01-28,1.8100
2019-01-29,1.8620
2019-01-30,1.8630
2019-01-31,1.8390
2019-02-01,1.8810
2019-02-04,1.8730
2019-02-05,1.8630
2019-02-06,1.8770
2019-02-07,1.8680
2019-02-08,1.8760
2019-02-11,1.8580
2019-02-12,1.8750
2019-02-13,1.9070
2019-02-14,1.9420
2019-02-15,1.9870
2019-02-18,1.9870
2019-02-19,1.9630
2019-02-20,1.9820
2019-02-21,1.9960
2019-02-22,1.9930
2019-02-25,1.9400
2019-02-26,1.9690
2019-02-27,1.9870
2019-02-28,1.9920
2019-03-01,1.9620
2019-03-04,1.9750
2019-03-05,1.9790
2019-03-06,1.9880
2019-03-07,1.9830
2019-03-08,1.9740
2019-03-11,1.9770
2019-03-12,1.9640
2019-03-13,1.9770
2019-03-14,1.9590
2019-03-15,1.9460
2019-03-18,1.9460
2019-03-19,1.9600
2019-03-20,1.9810
2019-03-21,1.9640
2019-03-22,1.9390
2019-03-25,1.9610
2019-03-26,1.9700
2019-03-27,1.9570
2019-03-28,1.9510
2019-03-29,1.9500
2019-04-01,1.9700
2019-04-02,1.9880
2019-04-03,1.9860
2019-04-04,1.9870
2019-04-05,2.0190
2019-04-08,2.0290
2019-04-09,2.0240
2019-04-10,2.0530
2019-04-11,2.0460
2019-04-12,2.0430
2019-04-15,2.0420
2019-04-16,2.0570
2019-04-17,2.0460
2019-04-18,2.0480
2019-04-22,2.0810
2019-04-23,2.0920
2019-04-24,2.0710
2019-04-25,2.0720
2019-04-26,2.0160
2019-04-29,2.0320
2019-04-30,2.0510
2019-05-01,2.0630
2019-05-02,2.0360
2019-05-03,2.0470
2019-05-06,2.0550
2019-05-07,2.0100
2019-05-08,2.0360
2019-05-09,2.0190
2019-05-10,2.0310
2019-05-13,2.0030
2019-05-14,2.0320
2019-05-15,2.0650
2019-05-16,2.1040
2019-05-17,2.0680
2019-05-20,2.0540
2019-05-21,2.0550
2019-05-22,2.0140
2019-05-23,1.9390
2019-05-24,1.9570
2019-05-28,1.9640
2019-05-29,1.9440
2019-05-30,1.8850
2019-05-31,1.8090
2019-06-03,1.7760
2019-06-04,1.7920
2019-06-05,1.7430
2019-06-06,1.7780
2019-06-07,1.7960
2019-06-10,1.7810
2019-06-11,1.7930
2019-06-12,1.7460
2019-06-13,1.7680
2019-06-14,1.7960
2019-06-17,1.7670
2019-06-18,1.7990
2019-06-19,1.8000
2019-06-20,1.8590
2019-06-21,1.8860
2019-06-24,1.8730
2019-06-25,1.8960
2019-06-26,1.9350
2019-06-27,1.9140
2019-06-28,1.8960
2019-07-01,1.9150
2019-07-02,1.8620
2019-07-03,1.8620
2019-07-08,1.8600
2019-07-09,1.8850
2019-07-10,1.9490
2019-07-11,1.9500
2019-07-12,1.9490
2019-07-15,1.9100
2019-07-16,1.8790
2019-07-17,1.8560
2019-07-18,1.8470
2019-07-19,1.8670
2019-07-22,1.8740
2019-07-23,1.8930
2019-07-24,1.8760
2019-07-25,1.8760
2019-07-26,1.8740
2019-07-29,1.8820
2019-07-30,1.9180
2019-07-31,1.9210
2019-08-01,1.8300
2019-08-02,1.8370
2019-08-05,1.7940
2019-08-06,1.7920
2019-08-07,1.7480
2019-08-08,1.7490
2019-08-09,1.7700
2019-08-12,1.7760
2019-08-13,1.8310
2019-08-14,1.7980
2019-08-15,1.7680
2019-08-16,1.7710
2019-08-19,1.7950
2019-08-20,1.8140
2019-08-21,1.8200
2019-08-22,1.8020
2019-08-23,1.7740
2019-08-26,1.7740
2019-08-27,1.7910
2019-08-28,1.8210
2019-08-29,1.8310
2019-08-30,1.8010
2019-09-03,1.7740
2019-09-04,1.8690
2019-09-05,1.8680
2019-09-06,1.8800
2019-09-09,1.9140
2019-09-10,1.9180
2019-09-11,1.8980
2019-09-12,1.8710
2019-09-13,1.8630
2019-09-16,2.0690
2019-09-17,1.9880
2019-09-18,1.9760
2019-09-19,2.0120
2019-09-20,1.9850
2019-09-23,1.9780
2019-09-24,1.9440
2019-09-25,1.9390
2019-09-26,1.9360
2019-09-27,1.9280
2019-09-30,1.8830
2019-10-01,1.8850
2019-10-02,1.8500
2019-10-03,1.8670
2019-10-04,1.8800
2019-10-07,1.8940
2019-10-08,1.8860
2019-10-09,1.9040
2019-10-10,1.9130
2019-10-11,1.9360
2019-10-14,1.8900
2019-10-15,1.8890
2019-10-16,1.9430
2019-10-17,1.9560
2019-10-18,1.9490
2019-10-21,1.9460
2019-10-22,1.9490
2019-10-23,1.9680
2019-10-24,1.9880
2019-10-25,1.9750
2019-10-28,1.9590
2019-10-29,1.9520
2019-10-30,1.9090
2019-10-31,1.8820
2019-11-01,1.9250
2019-11-04,1.9370
2019-11-05,1.9510
2019-11-06,1.9210
2019-11-07,1.9080
2019-11-08,1.9120
2019-11-11,1.9060
2019-11-12,1.8860
2019-11-13,1.9090
2019-11-14,1.9060
2019-11-15,1.9350
2019-11-18,1.8850
2019-11-19,1.8420
2019-11-20,1.8820
2019-11-21,1.9260
2019-11-22,1.9250
2019-11-25,1.9320
2019-11-26,1.9510
2019-11-27,1.9270
2019-12-02,1.8660
2019-12-03,1.8660
2019-12-04,1.9060
2019-12-05,1.9100
2019-12-06,1.9320
2019-12-09,1.9200
2019-12-10,1.9420
2019-12-11,1.9100
2019-12-12,1.9340
2019-12-13,1.9570
2019-12-16,1.9820
2019-12-17,2.0110
2019-12-18,2.0010
2019-12-19,2.0060
2019-12-20,1.9960
2019-12-23,2.0040
2019-12-24,2.0170
2019-12-26,2.0300
2019-12-27,2.0280
2019-12-30,2.0170
2019-12-31,2.0040
2020-01-02,2.0020
2020-01-03,2.0390
2020-01-06,2.0040
2020-01-07,2.0090
2020-01-08,1.9520
2020-01-09,1.9340
2020-01-10,1.9160
2020-01-13,1.8810
2020-01-14,1.8870
2020-01-15,1.8570
2020-01-16,1.8390
2020-01-17,1.8330
2020-01-21,1.7960
2020-01-22,1.7670
2020-01-23,1.7590
2020-01-24,1.7090
2020-01-27,1.6410
2020-01-28,1.6880
2020-01-29,1.6670
2020-01-30,1.6340
2020-01-31,1.5950
2020-02-03,1.5400
2020-02-04,1.5590
2020-02-05,1.6220
2020-02-06,1.6350
2020-02-07,1.6120
2020-02-10,1.5810
2020-02-11,1.5980
2020-02-12,1.6470
2020-02-13,1.6510
2020-02-14,1.6690
2020-02-18,1.6440
2020-02-19,1.6670
2020-02-20,1.6570
2020-02-21,1.6500
2020-02-24,1.5750
2020-02-25,1.5290
2020-02-26,1.4660
2020-02-27,1.4400
2020-02-28,1.4500
2020-03-02,1.5210
2020-03-03,1.5150
2020-03-04,1.5230
2020-03-05,1.4720
2020-03-06,1.3720
2020-03-09,1.1490
2020-03-10,1.2340
2020-03-11,1.2090
2020-03-12,1.1200
2020-03-13,1.1470
2020-03-16,1.0140
2020-03-17,1.0150
2020-03-18,0.9640
2020-03-19,1.0170
2020-03-20,0.9910
2020-03-23,1.0130
2020-03-24,1.0570
2020-03-25,1.0630
2020-03-26,1.0390
2020-03-27,1.0380
2020-03-30,0.9960
2020-03-31,0.9720
2020-04-01,0.9200
2020-04-02,0.9780
2020-04-03,1.0810
2020-04-06,1.0320
2020-04-07,0.9970
2020-04-08,0.9990
2020-04-09,0.9680
2020-04-13,0.9840
2020-04-14,0.9390
2020-04-15,0.9030
2020-04-16,0.9300
2020-04-17,0.9440
2020-04-20,0.8780
2020-04-21,0.7300
2020-04-22,0.7330
2020-04-23,0.7120
2020-04-24,0.6550
2020-04-27,0.5620
2020-04-28,0.5830
2020-04-29,0.6520
2020-04-30,0.7200
2020-05-01,0.7550
2020-05-04,0.7780
2020-05-05,0.8490
2020-05-06,0.7390
2020-05-07,0.7530
2020-05-08,0.8110
2020-05-11,0.7900
2020-05-12,0.7390
2020-05-13,0.7470
2020-05-14,0.8280
2020-05-15,0.8500
2020-05-18,0.9470
2020-05-19,0.8980
2020-05-20,0.9190
2020-05-21,0.9180
2020-05-22,0.9080
2020-05-26,0.9280
2020-05-27,0.9010
2020-05-28,0.8600
2020-05-29,0.9320
2020-06-01,0.9710
2020-06-02,1.0280
2020-06-03,0.9580
2020-06-04,0.9760
2020-06-05,1.0420
2020-06-08,1.0180
2020-06-09,1.0500
2020-06-10,1.0610
2020-06-11,0.9890
2020-06-12,1.0440
2020-06-15,1.0710
2020-06-16,1.1240
2020-06-17,1.1290
2020-06-18,1.1490
2020-06-19,1.1530
2020-06-22,1.1700
2020-06-23,1.1550
2020-06-24,1.0990
2020-06-25,1.1090
2020-06-26,1.0730
2020-06-29,1.1170
2020-06-30,1.1250
2020-07-01,1.1470
2020-07-02,1.1750
2020-07-06,1.1890
2020-07-07,1.1810
2020-07-08,1.1970
2020-07-09,1.1840
2020-07-10,1.2010
2020-07-13,1.1630
2020-07-14,1.1630
2020-07-15,1.1910
2020-07-16,1.1750
2020-07-17,1.1680
2020-07-20,1.1840
2020-07-21,1.2260
2020-07-22,1.2220
2020-07-23,1.2050
2020-07-24,1.2070
2020-07-27,1.2090
2020-07-28,1.1940
2020-07-29,1.2090
2020-07-30,1.1670
2020-07-31,1.1650
2020-08-03,1.1880
2020-08-04,1.2040
2020-08-05,1.2070
2020-08-06,1.1970
2020-08-07,1.1670
2020-08-10,1.1800
2020-08-11,1.1800
2020-08-12,1.1890
2020-08-13,1.1800
2020-08-14,1.1790
2020-08-17,1.1780
2020-08-18,1.1900
2020-08-19,1.1840
2020-08-20,1.1840
2020-08-21,1.1430
2020-08-24,1.1860
2020-08-25,1.2010
2020-08-26,1.1830
2020-08-27,1.1530
2020-08-28,1.1640
2020-08-31,1.1410
2020-09-01,1.1660
2020-09-02,1.1240
2020-09-03,1.0990
2020-09-04,1.0880
2020-09-08,1.0250
2020-09-09,1.0380
2020-09-10,1.0120
2020-09-11,1.0370
2020-09-14,1.0380
2020-09-15,1.0460
2020-09-16,1.0640
2020-09-17,1.1080
2020-09-18,1.1030
2020-09-21,1.0660
2020-09-22,1.0460
2020-09-23,1.0400
2020-09-24,1.0540
2020-09-25,1.0650
2020-09-28,1.0810
2020-09-29,1.0570
2020-09-30,1.1000
2020-10-01,1.0760
2020-10-02,1.0430
2020-10-05,1.0980
2020-10-06,1.1370
2020-10-07,1.1190
2020-10-08,1.1480
2020-10-09,1.1450
2020-10-12,1.1150
2020-10-13,1.1190
2020-10-14,1.1500
2020-10-15,1.1460
2020-10-16,1.1330
2020-10-19,1.0950
2020-10-20,1.1120
2020-10-21,1.0830
2020-10-22,1.0990
2020-10-23,1.0890
2020-10-26,1.0690
2020-10-27,1.1020
2020-10-28,1.0590
2020-10-29,1.0250
2020-10-30,1.0210
2020-11-02,1.0480
2020-11-03,1.0670
2020-11-04,1.0950
2020-11-05,1.0920
2020-11-06,1.0630
2020-11-09,1.1280
2020-11-10,1.1620
2020-11-11,1.1550
2020-11-12,1.1360
2020-11-13,1.1080
2020-11-16,1.1330
2020-11-17,1.1440
2020-11-18,1.1840
2020-11-19,1.1980
2020-11-20,1.2050
2020-11-23,1.2260
2020-11-24,1.2840
2020-11-25,1.3130
2020-11-30,1.2910
2020-12-01,1.2860
2020-12-02,1.3060
2020-12-03,1.3100
2020-12-04,1.3190
2020-12-07,1.3210
2020-12-08,1.3300
2020-12-09,1.3190
2020-12-10,1.3560
2020-12-11,1.3540
2020-12-14,1.3730
2020-12-15,1.3740
2020-12-16,1.3930
2020-12-17,1.4130
2020-12-18,1.4280
2020-12-21,1.3880
2020-12-22,1.3780
2020-12-23,1.4120
2020-12-24,1.4120
2020-12-28,1.3920
2020-12-29,1.3960
2020-12-30,1.4000
2020-12-31,1.3980
2021-01-04,1.3640
2021-01-05,1.4330
2021-01-06,1.4360
2021-01-07,1.4400
2021-01-08,1.4840
2021-01-11,1.4720
2021-01-12,1.4980
2021-01-13,1.4970
2021-01-14,1.5310
2021-01-15,1.4930
2021-01-19,1.4980
2021-01-20,1.4950
2021-01-21,1.4980
2021-01-22,1.4760
2021-01-25,1.4930
2021-01-26,1.4870
2021-01-27,1.4900
2021-01-28,1.4840
2021-01-29,1.4870
2021-02-01,1.5350
2021-02-02,1.5540
2021-02-03,1.5720
2021-02-04,1.5860
2021-02-05,1.5900
2021-02-08,1.6270
2021-02-09,1.6310
2021-02-10,1.6420
2021-02-11,1.6310
2021-02-12,1.6610
2021-02-16,1.7020
2021-02-17,1.7290
2021-02-18,1.7080
2021-02-19,1.7010
2021-02-22,1.7490
2021-02-23,1.7890
2021-02-24,1.8260
2021-02-25,1.7700
2021-02-26,1.7190
2021-03-01,1.6980
2021-03-02,1.6830
2021-03-03,1.7100
2021-03-04,1.7740
2021-03-05,1.8060
2021-03-08,1.7620
2021-03-09,1.7500
2021-03-10,1.7700
2021-03-11,1.8150
2021-03-12,1.8080
2021-03-15,1.7880
2021-03-16,1.7610
2021-03-17,1.7310
2021-03-18,1.5960
2021-03-19,1.6720
2021-03-22,1.6800
2021-03-23,1.5870
2021-03-24,1.6650
2021-03-25,1.5930
2021-03-26,1.6450
2021-03-29,1.6500
2021-03-30,1.6370
2021-03-31,1.6210
2021-04-01,1.6740
2021-04-05,1.6240
2021-04-06,1.6490
2021-04-07,1.6570
2021-04-08,1.6600
2021-04-09,1.6550
2021-04-12,1.6590
2021-04-13,1.6650
2021-04-14,1.7280
2021-04-15,1.7450
2021-04-16,1.7390
2021-04-19,1.7430
2021-04-20,1.7220
2021-04-21,1.6900
2021-04-22,1.7040
2021-04-23,1.7140
2021-04-26,1.7180
2021-04-27,1.7480
2021-04-28,1.7690
2021-04-29,1.7880
2021-04-30,1.7410
2021-05-03,1.7720
2021-05-04,1.8250
2021-05-05,1.8180
2021-05-06,1.8190
2021-05-07,1.8280
2021-05-10,1.8370
2021-05-11,1.8600
2021-05-12,1.8850
2021-05-13,1.8110
2021-05-14,1.8530
2021-05-17,1.8770
2021-05-18,1.8640
2021-05-19,1.8160
2021-05-20,1.7670
2021-05-21,1.8040
2021-05-24,1.8440
2021-05-25,1.8280
2021-05-26,1.8570
2021-05-27,1.8680
2021-05-28,1.8490
2021-06-01,1.8870
2021-06-02,1.8860
2021-06-03,1.8830
2021-06-04,1.8930
2021-06-07,1.8940
2021-06-08,1.9190
2021-06-09,1.9040
2021-06-10,1.9140
2021-06-11,1.8900
2021-06-14,1.8850
2021-06-15,1.8950
2021-06-16,1.8740
2021-06-17,1.8510
2021-06-18,1.8730
2021-06-21,1.9090
2021-06-22,1.9380
2021-06-23,1.9890
2021-06-24,1.9960
2021-06-25,1.9550
2021-06-28,1.9280
2021-06-29,1.9420
2021-06-30,1.9360
2021-07-01,1.9570
2021-07-02,1.9890
2021-07-06,1.9300
2021-07-07,1.8970
2021-07-08,1.9380
2021-07-09,1.9620
2021-07-12,1.9800
2021-07-13,2.0090
2021-07-14,1.9640
2021-07-15,1.9290
2021-07-16,1.9280
2021-07-19,1.8100
2021-07-20,1.8390
2021-07-21,1.9060
2021-07-22,1.9490
2021-07-23,1.9550
2021-07-26,1.9780
2021-07-27,1.9630
2021-07-28,1.9680
2021-07-29,2.0060
2021-07-30,2.0310
2021-08-02,1.9820
2021-08-03,1.9360
2021-08-04,1.8810
2021-08-05,1.9130
2021-08-06,1.8840
2021-08-09,1.8510
2021-08-10,1.8830
2021-08-11,1.9080
2021-08-12,1.8980
2021-08-13,1.8630
2021-08-16,1.8500
2021-08-17,1.8370
2021-08-18,1.7970
2021-08-19,1.7670
2021-08-20,1.6950
2021-08-23,1.7940
2021-08-24,1.8640
2021-08-25,1.9400
2021-08-26,1.9060
2021-08-27,1.9310
2021-08-30,1.9630
2021-08-31,1.9720
2021-09-01,1.9600
2021-09-02,1.9990
2021-09-03,1.9970
2021-09-07,1.9620
2021-09-08,1.9740
2021-09-09,1.9510
2021-09-10,1.9800
2021-09-13,2.0000
2021-09-14,2.0020
2021-09-15,2.0450
2021-09-16,2.0520
2021-09-17,2.0460
2021-09-20,2.0100
2021-09-21,2.0440
2021-09-22,2.0700
2021-09-23,2.1130
2021-09-24,2.1350
2021-09-27,2.1800
2021-09-28,2.1660
2021-09-29,2.1990
2021-09-30,2.2310
2021-10-01,2.2660
2021-10-04,2.3240
2021-10-05,2.3630
2021-10-06,2.2980
2021-10-07,2.3290
2021-10-08,2.3380
2021-10-11,2.3940
2021-10-12,2.3840
2021-10-13,2.3990
2021-10-14,2.4460
2021-10-15,2.4350
2021-10-18,2.4050
2021-10-19,2.4200
2021-10-20,2.4510
2021-10-21,2.4170
2021-10-22,2.4140
2021-10-25,2.4290
2021-10-26,2.4360
2021-10-27,2.3680
2021-10-28,2.3630
2021-10-29,2.3420
2021-11-01,2.3640
2021-11-02,2.4050
2021-11-03,2.3260
2021-11-04,2.2750
2021-11-05,2.3150
2021-11-08,2.3380
2021-11-09,2.3690
2021-11-10,2.3080
2021-11-11,2.2980
2021-11-12,2.2660
2021-11-15,2.2700
2021-11-16,2.2960
2021-11-17,2.2320
2021-11-18,2.2470
2021-11-19,2.1500
2021-11-22,2.1830
2021-11-23,2.2520
2021-11-24,2.2340
